id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-435476,2023-05-09,000001,Vente,148000,10,,AV DU MAL LECLERC,1080,80270,80013,Airaines,80,,,80013000XD0019,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,271,1.942747,49.964874
2023-435477,2023-03-30,000001,Vente,20000,,,VERS CONDE,B071,80510,80488,Longpré-les-Corps-Saints,80,,,80488000AC0226,,,,,,,,,,,,,0,,,,,E,eaux,ETANG,Etangs,1947,2.003005,50.016888
2023-435477,2023-03-30,000001,Vente,20000,,,VERS CONDE,B071,80510,80488,Longpré-les-Corps-Saints,80,,,80488000AC0230,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,2017,2.002913,50.016853
2023-435478,2023-05-10,000001,Vente,12600,10,,RUE POINTIN,6490,80000,80021,Amiens,80,,,80021000DX0575,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.307656,49.885634
2023-435479,2023-04-25,000001,Vente,80000,21,,RUE DU HAMEL,0200,80800,80799,Villers-Bretonneux,80,,,807990000B2504,,,104,,,,,,,,,,1,2,Appartement,40,2,,,,,,2.523054,49.868424
2023-435479,2023-04-25,000001,Vente,80000,5430,F,RUE DU HAMEL,0200,80800,80799,Villers-Bretonneux,80,,,807990000B2504,,,109,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.523054,49.868424
2023-435480,2023-05-04,000001,Vente,42666,,,LES GATTES,B027,80132,80546,Miannay,80,,,80546000ZE0043,,,,,,,,,,,,,0,,,,,T,terres,,,21610,1.695694,50.092776
2023-435480,2023-05-04,000001,Vente,42666,,,LES GATTES,B027,80132,80546,Miannay,80,,,80546000ZE0044,,,,,,,,,,,,,0,,,,,T,terres,,,29500,1.69676,50.092692
2023-435480,2023-05-04,000001,Vente,42666,,,LES HAYETTES,B029,80132,80546,Miannay,80,,,80546000ZE0080,,,,,,,,,,,,,0,,,,,T,terres,,,10000,1.695524,50.095913
2023-435480,2023-05-04,000001,Vente,42666,,,LES HAYETTES,B029,80132,80546,Miannay,80,,,80546000ZE0080,,,,,,,,,,,,,0,,,,,T,terres,,,10000,1.695524,50.095913
2023-435481,2023-05-10,000001,Vente,370500,17,,RUE DE LA FONTAINE,0220,80160,80485,Ô-de-Selle,80,,,80485000AC0010,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1263,2.171272,49.776262
2023-435481,2023-05-10,000001,Vente,370500,17,,RUE DE LA FONTAINE,0220,80160,80485,Ô-de-Selle,80,,,80485000AC0010,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1263,2.171272,49.776262
2023-435481,2023-05-10,000001,Vente,370500,17,,RUE DE LA FONTAINE,0220,80160,80485,Ô-de-Selle,80,,,80485000AC0010,,,,,,,,,,,,,0,1,Maison,170,5,S,sols,,,1263,2.171272,49.776262
2023-435482,2023-05-03,000001,Vente,168900,172,,RUE BALZAC,0050,80120,80333,Fort-Mahon-Plage,80,,,80333000XB0133,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.551227,50.337328
2023-435482,2023-05-03,000001,Vente,168900,172,,RUE BALZAC,0050,80120,80333,Fort-Mahon-Plage,80,,,80333000XB0133,,,32,29.53,,,,,,,,,1,2,Appartement,31,2,,,,,,1.551227,50.337328
2023-435483,2023-04-17,000001,Vente,59000,9001,,RUE GEORGES GUYNEMER,3805,80080,80021,Amiens,80,,,80021000BT0306,,,610,46.41,668,,,,,,,,2,2,Appartement,47,2,,,,,,2.301313,49.90905
2023-435483,2023-04-17,000001,Vente,59000,9001,,RUE GEORGES GUYNEMER,3805,80080,80021,Amiens,80,,,80021000BT0306,,,610,46.41,668,,,,,,,,2,3,Dépendance,,0,,,,,,2.301313,49.90905
2023-435484,2023-04-14,000001,Vente,48000,,,LE MOULIN DE CANY,B030,80210,80308,Feuquières-en-Vimeu,80,,,803080000Y0198,,,,,,,,,,,,,0,,,,,P,prés,,,1030,1.609253,50.056404
2023-435485,2023-05-05,000001,Vente,50000,9,,RUE DU BOIS,0040,80220,80120,Bouillancourt-en-Séry,80,,,801200000C0917,,,,,,,,,,,,,0,,,,,S,sols,,,120,1.624612,49.961535
2023-435485,2023-05-05,000001,Vente,50000,,,BOUILLANCOURT EN SERY,B010,80220,80120,Bouillancourt-en-Séry,80,,,801200000C0920,,,,,,,,,,,,,0,,,,,P,prés,,,8537,1.625824,49.961213
2023-435486,2023-04-13,000001,Vente,104762,119,,RUE ANDRE DUMONT,0030,80350,80533,Mers-les-Bains,80,,,80533000AH0207,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,184,1.390281,50.068729
2023-435486,2023-04-13,000001,Vente,104762,119,,RUE ANDRE DUMONT,0030,80350,80533,Mers-les-Bains,80,,,80533000AH0207,,,,,,,,,,,,,0,1,Maison,43,2,S,sols,,,184,1.390281,50.068729
2023-435487,2023-04-28,000001,Vente en l'état futur d'achèvement,256000,,,LA CROIX DU PONT DE METZ,B051,80000,80021,Amiens,80,,,80021000LV0739,,,1,,,,,,,,,,1,,,,,,,,,,2.265605,49.880919
2023-435488,2023-05-03,000001,Vente,38000,23,,RUE DES GALLETOIRES,0351,80220,80373,Gamaches,80,,,80373000AH0126,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,174,1.561069,49.986658
2023-435489,2023-04-13,000001,Vente en l'état futur d'achèvement,185000,,,,,,80021,Amiens,80,,,80021000IN0554,,,12,,,,,,,,,,1,,,,,,,,,,2.259373,49.899613
2023-435489,2023-04-13,000001,Vente en l'état futur d'achèvement,185000,,,,,,80021,Amiens,80,,,80021000IN0554,,,402,,,,,,,,,,1,,,,,,,,,,2.259373,49.899613
2023-435490,2023-04-05,000001,Vente en l'état futur d'achèvement,179000,,,,,,80021,Amiens,80,,,80021000IN0554,,,30,,,,,,,,,,1,,,,,,,,,,2.259373,49.899613
2023-435490,2023-04-05,000001,Vente en l'état futur d'achèvement,179000,,,,,,80021,Amiens,80,,,80021000IN0554,,,116,,,,,,,,,,1,,,,,,,,,,2.259373,49.899613
2023-435491,2023-04-28,000001,Vente,116000,15,,RUE DU GRAND VIDAME,3900,80000,80021,Amiens,80,,,80021000VA0090,,,750,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.291612,49.898102
2023-435491,2023-04-28,000001,Vente,116000,28,,BD DU PORT,6590,80000,80021,Amiens,80,,,80021000VA0090,,,180,59.73,,,,,,,,,1,2,Appartement,65,2,,,,,,2.291612,49.898102
2023-435491,2023-04-28,000001,Vente,116000,28,,BD DU PORT,6590,80000,80021,Amiens,80,,,80021000VA0090,,,191,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.291612,49.898102
2023-435492,2023-04-11,000001,Vente en l'état futur d'achèvement,179000,,,,,,80021,Amiens,80,,,80021000IN0554,,,16,,,,,,,,,,1,,,,,,,,,,2.259373,49.899613
2023-435492,2023-04-11,000001,Vente en l'état futur d'achèvement,179000,,,,,,80021,Amiens,80,,,80021000IN0554,,,108,,,,,,,,,,1,,,,,,,,,,2.259373,49.899613
2023-435493,2023-04-26,000001,Vente,97500,16,,RUE DE DESSOUS,0080,80240,80748,Templeux-le-Guérard,80,,,80748000AB0194,,,,,,,,,,,,,0,1,Maison,62,4,J,jardins,,,1217,3.149359,49.964205
2023-435493,2023-04-26,000001,Vente,97500,16,,RUE DE DESSOUS,0080,80240,80748,Templeux-le-Guérard,80,,,80748000AB0194,,,,,,,,,,,,,0,1,Maison,62,4,S,sols,,,488,3.149359,49.964205
2023-435494,2023-05-02,000001,Vente,125000,35,,PL DE LA REPUBLIQUE,0620,80290,80630,Poix-de-Picardie,80,,,80630000AH0094,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,318,0,S,sols,,,508,1.979686,49.776001
2023-435494,2023-05-02,000001,Vente,125000,35,,PL DE LA REPUBLIQUE,0620,80290,80630,Poix-de-Picardie,80,,,80630000AH0094,,,,,,,,,,,,,0,1,Maison,125,5,S,sols,,,508,1.979686,49.776001
2023-435494,2023-05-02,000001,Vente,125000,,,POIX,B049,80290,80630,Poix-de-Picardie,80,,,80630000AH0245,,,,,,,,,,,,,0,,,,,J,jardins,,,410,1.979345,49.775997
2023-435494,2023-05-02,000001,Vente,125000,33,,PL DE LA REPUBLIQUE,0620,80290,80630,Poix-de-Picardie,80,,,80630000AH0247,,,,,,,,,,,,,0,,,,,S,sols,,,232,1.979763,49.775854
2023-435495,2023-05-06,000001,Vente,140,,,AU CHEMIN DE PONTS,B003,80130,80018,Allenay,80,,,80018000ZB0070,,,,,,,,,,,,,0,,,,,S,sols,,,232,1.488421,50.084712
2023-435496,2023-04-17,000001,Vente,32000,,,RIDEAU JEAN SELLIER,B073,80540,80554,Molliens-Dreuil,80,,,80554000ZD0011,,,,,,,,,,,,,0,,,,,P,prés,,,12436,2.02844,49.87876
2023-435496,2023-04-17,000001,Vente,32000,,,RIDEAU JEAN SELLIER,B073,80540,80554,Molliens-Dreuil,80,,,80554000ZD0011,,,,,,,,,,,,,0,,,,,P,prés,,,12437,2.02844,49.87876
2023-435496,2023-04-17,000001,Vente,32000,,,RIDEAU JEAN SELLIER,B073,80540,80554,Molliens-Dreuil,80,,,80554000ZD0011,,,,,,,,,,,,,0,,,,,P,prés,,,12437,2.02844,49.87876
2023-435496,2023-04-17,000001,Vente,32000,,,LES LONGS NOTS,B061,80540,80554,Molliens-Dreuil,80,,,80554000ZI0015,,,,,,,,,,,,,0,,,,,T,terres,,,8170,2.013035,49.871432
2023-435496,2023-04-17,000001,Vente,32000,,,LES DOUZE,B052,80540,80554,Molliens-Dreuil,80,,,80554000ZV0020,,,,,,,,,,,,,0,,,,,T,terres,,,3860,2.025913,49.893685
2023-435496,2023-04-17,000001,Vente,32000,,,LES DOUZE,B052,80540,80554,Molliens-Dreuil,80,,,80554000ZV0020,,,,,,,,,,,,,0,,,,,T,terres,,,1930,2.025913,49.893685
2023-435496,2023-04-17,000001,Vente,32000,,,LES DOUZE,B052,80540,80554,Molliens-Dreuil,80,,,80554000ZV0021,,,,,,,,,,,,,0,,,,,T,terres,,,1280,2.026058,49.893626
2023-435496,2023-04-17,000001,Vente,32000,,,LES DOUZE,B052,80540,80554,Molliens-Dreuil,80,,,80554000ZV0021,,,,,,,,,,,,,0,,,,,T,terres,,,640,2.026058,49.893626
2023-435497,2023-04-21,000001,Vente,235000,8,,RUE HAUTE DES CHAMPS,0039,80540,80626,Pissy,80,,,80626000AA0018,,,,,,,,,,,,,0,1,Maison,87,4,S,sols,,,867,2.132068,49.864463
2023-435498,2023-05-03,000001,Vente,160000,,,LE VILLAGE,B016,80110,80094,Berteaucourt-lès-Thennes,80,,,80094000AC0031,,,,,,,,,,,,,0,,,,,P,prés,,,1228,2.467287,49.815216
2023-435498,2023-05-03,000001,Vente,160000,,,LE VILLAGE,B016,80110,80094,Berteaucourt-lès-Thennes,80,,,80094000AC0032,,,,,,,,,,,,,0,,,,,S,sols,,,589,2.467486,49.814908
2023-435499,2023-04-12,000001,Vente,100000,28,,PL DU MAISNIEL DE SAVEUSE,0440,80580,80635,Pont-Remy,80,,,80635000AI0162,,,,,,,,,,,,,0,1,Maison,125,4,S,sols,,,324,1.903139,50.053233
2023-435499,2023-04-12,000001,Vente,100000,28,,PL DU MAISNIEL DE SAVEUSE,0440,80580,80635,Pont-Remy,80,,,80635000AI0162,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,324,1.903139,50.053233
2023-435499,2023-04-12,000001,Vente,100000,28,,PL DU MAISNIEL DE SAVEUSE,0440,80580,80635,Pont-Remy,80,,,80635000AI0162,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,324,1.903139,50.053233
2023-435500,2023-04-29,000001,Vente,128500,36,,RUE DE DIEPPE,0155,80700,80685,Roye,80,,,80685000AM0152,,,,,,,,,,,,,0,1,Maison,83,5,S,sols,,,258,2.794119,49.691069
2023-435501,2023-04-27,000001,Vente,250000,17,,RUE DES POISSONNIERS,0960,80190,80585,Nesle,80,,,80585000AB0267,,,,,,,,,,,,,0,1,Maison,220,9,S,sols,,,1708,2.908739,49.755775
2023-435502,2023-05-02,000001,Vente,105000,37,,RUE PETIN,6280,80000,80021,Amiens,80,,,80021000IP0438,,,,,,,,,,,,,0,1,Maison,56,4,S,sols,,,56,2.272228,49.903621
2023-435503,2023-04-25,000001,Vente,11000,,,LE VILLAGE,B028,80190,80568,Morchain,80,,,805680000A0230,,,,,,,,,,,,,0,,,,,J,jardins,,,279,2.92209,49.802312
2023-435503,2023-04-25,000001,Vente,11000,,,LE VILLAGE,B028,80190,80568,Morchain,80,,,805680000A0231,,,,,,,,,,,,,0,,,,,J,jardins,,,520,2.922076,49.802145
2023-435504,2023-04-06,000001,Vente,21500,,,LES TERRES FRANCHES,B009,80640,80041,Aumont,80,,,80041000ZK0013,,,,,,,,,,,,,0,,,,,T,terres,,,1350,1.929233,49.865742
2023-435504,2023-04-06,000001,Vente,21500,,,AU CHEMIN D HORNOY,B062,80640,80443,Hornoy-le-Bourg,80,,,804430000H0236,,,,,,,,,,,,,0,,,,,T,terres,,,11063,1.934909,49.867599
2023-435504,2023-04-06,000001,Vente,21500,,,LES QUINZE,B203,80640,80443,Hornoy-le-Bourg,80,,,804430000I0028,,,,,,,,,,,,,0,,,,,P,prés,,,8850,1.944451,49.870637
2023-435504,2023-04-06,000001,Vente,21500,,,LES QUINZE,B203,80640,80443,Hornoy-le-Bourg,80,,,804430000I0031,,,,,,,,,,,,,0,,,,,T,terres,,,7130,1.943909,49.869689
2023-435504,2023-04-06,000001,Vente,21500,,,LA BELLE EPINE,B004,80640,80443,Hornoy-le-Bourg,80,,,80443000XE0018,,,,,,,,,,,,,0,,,,,T,terres,,,680,1.926556,49.864006
2023-435505,2023-04-22,000001,Vente,27500,,,RUE DE NESLE - PERTAIN,0170,80320,80621,Hypercourt,80,,,80621000AC0076,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,641,2.869691,49.806992
2023-435506,2023-04-14,000001,Vente,40176,,,FOND DE LA VOIE,B017,80230,80287,Estrébœuf,80,,,802870000B0090,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,33480,1.631381,50.161292
2023-435507,2023-04-25,000001,Vente,70000,,,TOUR DES HAIES,B045,80540,80670,Revelles,80,,,80670000AB0044,,,,,,,,,,,,,0,,,,,J,jardins,,,980,2.121423,49.851887
2023-435508,2023-04-14,000001,Vente,89500,8,,RUE DES DEPORTES,0390,80300,80016,Albert,80,,,80016000AM0176,,,,,,,,,,,,,0,1,Maison,67,5,S,sols,,,406,2.649814,49.993943
2023-435508,2023-04-14,000001,Vente,89500,8,,RUE DES DEPORTES,0390,80300,80016,Albert,80,,,80016000AM0176,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,406,2.649814,49.993943
2023-435509,2023-04-14,000001,Vente,17400,,,CHEMIN DES POSTES A GAUCHE,B017,80470,80011,Ailly-sur-Somme,80,,,80011000ZA0056,,,,,,,,,,,,,0,,,,,T,terres,,,1040,2.171025,49.893945
2023-435510,2023-04-13,000001,Vente,273000,3,,BD D ALSACE LORRAINE,0380,80000,80021,Amiens,80,,,80021000AI0036,,,,,,,,,,,,,0,1,Maison,67,4,S,sols,,,59,2.30677,49.891761
2023-435510,2023-04-13,000001,Vente,273000,3,,BD D ALSACE LORRAINE,0380,80000,80021,Amiens,80,,,80021000AI0036,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,35,0,S,sols,,,59,2.30677,49.891761
2023-435511,2023-04-27,000001,Vente,1750000,16,,RTE DE CITERNES,0120,80490,80406,Hallencourt,80,,,80406000ZT0055,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,50,0,T,terres,,,2146,1.873048,49.985594
2023-435511,2023-04-27,000001,Vente,1750000,16,,RTE DE CITERNES,0120,80490,80406,Hallencourt,80,,,80406000ZT0055,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,50,0,T,terres,,,4291,1.873048,49.985594
2023-435511,2023-04-27,000001,Vente,1750000,16,,RTE DE CITERNES,0120,80490,80406,Hallencourt,80,,,80406000ZT0055,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,50,0,S,sols,,,5363,1.873048,49.985594
2023-435511,2023-04-27,000001,Vente,1750000,620,,CHE DE PENDE,0147,80230,80464,Lanchères,80,,,80464000ZE0100,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,50,0,S,sols,,,31970,1.564106,50.159676
2023-435511,2023-04-27,000001,Vente,1750000,620,,CHE DE PENDE,0147,80230,80464,Lanchères,80,,,80464000ZE0100,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1161,0,S,sols,,,31970,1.564106,50.159676
2023-435512,2023-04-25,000001,Vente,109095,9001,,RUE GEORGES GUYNEMER,3805,80080,80021,Amiens,80,,,80021000BT0306,,,46,67,91,,,,,,,,2,2,Appartement,68,4,,,,,,2.301313,49.90905
2023-435512,2023-04-25,000001,Vente,109095,9001,,RUE GEORGES GUYNEMER,3805,80080,80021,Amiens,80,,,80021000BT0306,,,46,67,91,,,,,,,,2,3,Dépendance,,0,,,,,,2.301313,49.90905
2023-435513,2023-04-28,000001,Vente,240000,,,LE VILLAGE,B038,80540,80559,Montagne-Fayel,80,,,805590000E0171,,,,,,,,,,,,,0,,,,,S,sols,,,883,1.983643,49.912332
2023-435513,2023-04-28,000001,Vente,240000,1,,RUE DU MARECHAL LECLERC,0035,80540,80559,Montagne-Fayel,80,,,80559000ZD0017,,,,,,,,,,,,,0,1,Maison,108,4,S,sols,,,1877,1.984105,49.912337
2023-435513,2023-04-28,000001,Vente,240000,1,,RUE DU MARECHAL LECLERC,0035,80540,80559,Montagne-Fayel,80,,,80559000ZD0017,,,,,,,,,,,,,0,1,Maison,108,4,P,prés,,,690,1.984105,49.912337
2023-435513,2023-04-28,000001,Vente,240000,1,,RUE DU MARECHAL LECLERC,0035,80540,80559,Montagne-Fayel,80,,,80559000ZD0017,,,,,,,,,,,,,0,1,Maison,108,4,T,terres,,,1783,1.984105,49.912337
2023-435514,2023-05-05,000001,Vente,34000,2,,RUE MUTELLE,0070,80560,80028,Arquèves,80,,,800280000D0497,,,,,,,,,,,,,0,1,Maison,65,3,S,sols,,,990,2.468772,50.06933
2023-435514,2023-05-05,000001,Vente,34000,,,LE VILLAGE,B041,80560,80028,Arquèves,80,,,800280000D0527,,,,,,,,,,,,,0,,,,,P,prés,,,627,2.469035,50.069265
2023-435515,2023-05-05,000001,Vente,11000,,,ROUTE DE TOUTENCOURT,B033,80560,80028,Arquèves,80,,,80028000ZH0001,,,,,,,,,,,,,0,,,,,T,terres,,,4430,2.467551,50.066989
2023-435515,2023-05-05,000001,Vente,11000,,,ROUTE DE TOUTENCOURT,B033,80560,80028,Arquèves,80,,,80028000ZH0003,,,,,,,,,,,,,0,,,,,P,prés,,,1790,2.469167,50.066503
2023-435515,2023-05-05,000001,Vente,11000,,,ROUTE DE TOUTENCOURT,B033,80560,80028,Arquèves,80,,,80028000ZH0004,,,,,,,,,,,,,0,,,,,P,prés,,,1980,2.469613,50.066433
2023-435515,2023-05-05,000001,Vente,11000,,,LES AVENTS,B001,80560,80028,Arquèves,80,,,80028000ZH0034,,,,,,,,,,,,,0,,,,,P,prés,,,1910,2.471307,50.065494
2023-435515,2023-05-05,000001,Vente,11000,,,LES AVENTS,B001,80560,80028,Arquèves,80,,,80028000ZH0035,,,,,,,,,,,,,0,,,,,T,terres,,,5360,2.471669,50.064971
2023-435515,2023-05-05,000001,Vente,11000,,,LES AVENTS,B001,80560,80028,Arquèves,80,,,80028000ZH0035,,,,,,,,,,,,,0,,,,,P,prés,,,1410,2.471669,50.064971
2023-435515,2023-05-05,000001,Vente,11000,,,LA VALLEE,B035,80560,80028,Arquèves,80,,,80028000ZI0010,,,,,,,,,,,,,0,,,,,T,terres,,,2000,2.461098,50.065175
2023-435515,2023-05-05,000001,Vente,11000,,,LA VALLEE,B035,80560,80028,Arquèves,80,,,80028000ZI0010,,,,,,,,,,,,,0,,,,,T,terres,,,2000,2.461098,50.065175
2023-435515,2023-05-05,000001,Vente,11000,,,LE CHEMIN D AMIENS,B012,80560,80028,Arquèves,80,,,80028000ZI0093,,,,,,,,,,,,,0,,,,,P,prés,,,430,2.465946,50.068144
2023-435515,2023-05-05,000001,Vente,11000,,,LE CHEMIN D AMIENS,B012,80560,80028,Arquèves,80,,,80028000ZI0094,,,,,,,,,,,,,0,,,,,P,prés,,,1050,2.465603,50.067949
2023-435516,2023-04-28,000001,Vente,208000,,,MOLLIENS VIDAME,B064,80540,80554,Molliens-Dreuil,80,,,80554000AD0141,,,,,,,,,,,,,0,,,,,J,jardins,,,223,2.019126,49.882751
2023-435516,2023-04-28,000001,Vente,208000,,,MOLLIENS VIDAME,B064,80540,80554,Molliens-Dreuil,80,,,80554000AD0297,,,,,,,,,,,,,0,,,,,J,jardins,,,16,2.018854,49.882761
2023-435516,2023-04-28,000001,Vente,208000,,,MOLLIENS VIDAME,B064,80540,80554,Molliens-Dreuil,80,,,80554000AD0297,,,,,,,,,,,,,0,,,,,J,jardins,,,15,2.018854,49.882761
2023-435516,2023-04-28,000001,Vente,208000,,,RUE D ENFER,0120,80540,80554,Molliens-Dreuil,80,,,80554000AD0299,,,,,,,,,,,,,0,,,,,S,sols,,,14,2.019128,49.882644
2023-435516,2023-04-28,000001,Vente,208000,5,,RUE D ENFER,0120,80540,80554,Molliens-Dreuil,80,,,80554000AD0301,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,419,2.019035,49.882644
2023-435516,2023-04-28,000001,Vente,208000,5,,RUE D ENFER,0120,80540,80554,Molliens-Dreuil,80,,,80554000AD0301,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,419,2.019035,49.882644
2023-435516,2023-04-28,000001,Vente,208000,5,,RUE D ENFER,0120,80540,80554,Molliens-Dreuil,80,,,80554000AD0301,,,,,,,,,,,,,0,1,Maison,33,1,S,sols,,,419,2.019035,49.882644
2023-435516,2023-04-28,000001,Vente,208000,5,,RUE D ENFER,0120,80540,80554,Molliens-Dreuil,80,,,80554000AD0301,,,,,,,,,,,,,0,1,Maison,91,3,S,sols,,,419,2.019035,49.882644
2023-435516,2023-04-28,000001,Vente,208000,5,,RUE D ENFER,0120,80540,80554,Molliens-Dreuil,80,,,80554000AD0301,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,419,2.019035,49.882644
2023-435516,2023-04-28,000001,Vente,208000,,,RUE D EN HAUT,0200,80540,80554,Molliens-Dreuil,80,,,80554000AD0361,,,,,,,,,,,,,0,,,,,S,sols,,,33,2.019196,49.882672
2023-435516,2023-04-28,000001,Vente,208000,,,RUE D ENFER,0120,80540,80554,Molliens-Dreuil,80,,,80554000AD0364,,,,,,,,,,,,,0,,,,,S,sols,,,36,2.019122,49.882667
2023-435517,2023-04-17,000001,Vente,69900,,,LE BOIS DU MARQUIS,B006,80260,80316,Flesselles,80,,,80316000AK0152,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,504,2.250462,49.999554
2023-435518,2023-05-05,000001,Vente,103000,24,,ALL DES COQUELICOTS,2027,80000,80021,Amiens,80,,,80021000IM0314,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,153,2.254553,49.8928
2023-435518,2023-05-05,000001,Vente,103000,24,,ALL DES COQUELICOTS,2027,80000,80021,Amiens,80,,,80021000IM0314,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,153,2.254553,49.8928
2023-435519,2023-04-28,000001,Vente,120500,22,,RUE BASSE,0040,80700,80759,Tilloloy,80,,,807590000E0306,,,,,,,,,,,,,0,1,Maison,62,2,J,jardins,,,578,2.747736,49.641884
2023-435519,2023-04-28,000001,Vente,120500,22,,RUE BASSE,0040,80700,80759,Tilloloy,80,,,807590000E0306,,,,,,,,,,,,,0,1,Maison,62,2,S,sols,,,200,2.747736,49.641884
2023-435520,2023-04-13,000001,Vente,100000,116,,CHS MARCADE,1240,80100,80001,Abbeville,80,,,80001000AC0113,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,37,0,S,sols,,,50,1.828117,50.112423
2023-435520,2023-04-13,000001,Vente,100000,114,,CHS MARCADE,1240,80100,80001,Abbeville,80,,,80001000AC0714,,,,,,,,,,,,,0,,,,,S,sols,,,87,1.828174,50.112445
2023-435521,2023-04-14,000001,Vente,150000,5040,,LE VILLAGE,B055,80440,80379,Glisy,80,,,80379000AA0211,,,,,,,,,,,,,0,1,Maison,96,4,S,sols,,,692,2.398278,49.876233
2023-435521,2023-04-14,000001,Vente,150000,5040,,LE VILLAGE,B055,80440,80379,Glisy,80,,,80379000AA0211,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,692,2.398278,49.876233
2023-435522,2023-04-27,000001,Vente,75000,,,LE VILLAGE,B039,80610,80100,Bettencourt-Saint-Ouen,80,,,801000000A0944,,,,,,,,,,,,,0,,,,,J,jardins,,,175,2.112044,50.026596
2023-435522,2023-04-27,000001,Vente,75000,5007,,RUE PRINCIPALE,0055,80610,80100,Bettencourt-Saint-Ouen,80,,,801000000A0946,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,31,2.112234,50.026499
2023-435522,2023-04-27,000001,Vente,75000,5007,,RUE PRINCIPALE,0055,80610,80100,Bettencourt-Saint-Ouen,80,,,801000000A0946,,,,,,,,,,,,,0,1,Maison,91,3,S,sols,,,31,2.112234,50.026499
2023-435522,2023-04-27,000001,Vente,75000,,,LE VILLAGE,B039,80610,80100,Bettencourt-Saint-Ouen,80,,,801000000A0950,,,,,,,,,,,,,0,,,,,P,prés,,,850,2.112269,50.026672
2023-435523,2023-04-27,000001,Vente,253000,12,,CHE DE DOMPIERRE,0022,80340,80264,Éclusier-Vaux,80,,,80264000AH0076,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,2450,2.791911,49.932586
2023-435523,2023-04-27,000001,Vente,253000,12,,CHE DE DOMPIERRE,0022,80340,80264,Éclusier-Vaux,80,,,80264000AH0076,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1350,2.791911,49.932586
2023-435523,2023-04-27,000001,Vente,253000,12,,CHE DE DOMPIERRE,0022,80340,80264,Éclusier-Vaux,80,,,80264000AH0076,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1350,2.791911,49.932586
2023-435523,2023-04-27,000001,Vente,253000,12,,CHE DE DOMPIERRE,0022,80340,80264,Éclusier-Vaux,80,,,80264000AH0076,,,,,,,,,,,,,0,1,Maison,175,6,S,sols,,,1350,2.791911,49.932586
2023-435523,2023-04-27,000001,Vente,253000,12,,CHE DE DOMPIERRE,0022,80340,80264,Éclusier-Vaux,80,,,80264000AH0076,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,2450,2.791911,49.932586
2023-435523,2023-04-27,000001,Vente,253000,12,,CHE DE DOMPIERRE,0022,80340,80264,Éclusier-Vaux,80,,,80264000AH0076,,,,,,,,,,,,,0,1,Maison,175,6,J,jardins,,,2450,2.791911,49.932586
